,word,showCount,id,translation
812,lever,1,1696317,"n. 杠杆, 似杠杆之工具\nvt. 撬开\nvi. 使用杠杆"
681,unprecedented,1,3218739,"a. 空前的\n[经] 空前的, 无前例的"
793,haven,1,1342885,"n. 港, 避难所, 安息所\nvt. 安置...于港中, 庇护, 入港"
792,crunch,1,713567,"v. 嘎吱嘎吱的咬嚼, 压碎, 嘎吱嘎吱地踏过\nn. 咬碎, 咬碎声"
694,diligence,1,831456,n. 勤奋
779,trash,1,3133263,"n. 垃圾, 废物\nvt. 丢弃"
780,disposal,1,854798,"n. 丢掉, 处理, 排列, 销毁, 布置\n[医] 处理, 处置"
781,engaged,1,982193,"a. 忙碌的, 使用中的"
700,stereotype,1,2899847,"n. 铅版, 陈规, 老套\nvt. 使用铅版, 把...印制成盲文, 套用老套, 使一成不变"
782,aggressive,1,73960,"a. 侵略的, 挑畔的, 进取的\n[法] 侵略的, 爱挑衅的, 行为过火的"
783,rational,1,2494869,"a. 理性的, 合理的\nn. 有理数"
784,proclivity,1,2399136,"n. 倾向, 癖性"
698,insidious,1,1512386,"a. 隐伏的, 阴险的, 狡猾的\n[医] 隐袭的"
785,clinical,1,568937,"a. 临床的, 门诊部的\n[医] 临床的, 临证的"
696,pretend,1,2383113,"v. 假装, 伪称, 自命, 自称"
786,proximity,1,2419731,"n. 接近, 亲近"
695,conceal,1,630852,"vt. 隐藏, 掩盖, 隐瞒\n[法] 隐瞒, 隐匿, 保守秘密"
693,inquiry,1,1510515,"n. 质询, 探索, 调查, 询盘\n[计] 询问; 查询"
791,contingent,1,653102,"a. 或许发生的, 附随的, 偶然发生的\nn. 偶然事件, 分遣队"
692,persistence,1,2254431,"n. 固执, 坚持不懈, 持续(性), 存留(状态)\n[电] 持久"
691,interrupt,1,1536074,"vt. 中断, 妨碍, 插嘴\nvi. 打断\nn. 中断\n[计] 中断"
690,rapids,1,2490623,n. 湍流；急流
787,attorney,1,215406,"n. 代理人, 律师\n[经] 律师, 代理人"
689,telling,1,3023565,"a. 有效的, 显著的, 显露内心活动的"
688,hurdle,1,1427297,"n. 障碍, 跳栏, 临时活动篱笆\nvt. 用篱笆围, 越过, 克服"
687,flustered,1,1134782,"a. 慌张的; 激动不安的\nv. 使慌乱, 使不安( fluster的过去式和过去分词)"
788,fantastic,1,1065484,"a. 奇妙的, 稀奇的, 空想的"
686,stiff,1,2902664,"a. 坚硬的, 严厉的, 呆板的, 生硬的, 刚强的, 强烈的, 粘的, 稠的, 艰难的\nn. 死尸, 醉鬼, 钞票\nvt. 不肯付...小费"
685,refrain,1,2526671,"n. 重复的话, 叠句, 副歌\nvi. 节制, 避免, 克制"
684,maximize,1,1836947,"vt. 取...最大值, 使增加(或扩大)到最大限度\n[计] 最大化"
682,guarantee,1,1302315,"n. 担保, 抵押品, 保证书\nvt. 保证, 担保"
667,condemn,1,633941,"vt. 判刑, 责备, 谴责\n[法] 定罪, 判刑, 宣告有罪"
1,inclination,1,1481837,"n. 倾向, 趋向, 倾斜度, 点头\n[化] 倾角"
573,applicable,1,168598,"a. 合适的, 可应用的\n[法] 适用的, 适应的"
245,fragile,1,1161912,"a. 易碎的, 脆的\n[医] 脆弱的, 脆的"
231,compress,1,626404,"vt. 压缩, 压紧\nvi. 受压缩小\n[计] 压缩程序"
236,delusion,1,786652,"n. 迷惑, 欺瞒, 错觉\n[医] 妄想"
238,wit,1,3353851,"n. 机智, 智力, 头脑, 理智, 妙语, 机智的人"
239,intellect,1,1519964,"n. 智力, 出众的才华, 知识分子\n[医] 智力, 才智"
240,portray,1,2347135,"vt. 描绘, 描写, 描绘...的肖像"
244,withhold,1,3355191,"vt. 使停止, 扣留, 保留, 拒给\nvi. 克制, 忍住"
248,outmoded,1,2164180,"a. 过时的, 废弃的\n[经] (式样等)过时的, 废弃了的"
228,tint,1,3087886,"n. 色彩, 浅色\nvt. 染色于"
249,insatiable,1,1510874,"a. 不知足的, 贪求无厌的\n[医] 不能满足的, 不饱的"
258,predictable,1,2371675,a. 可预言的
259,augment,1,218503,"v. 增加, 增长\n[计] 增加; 增量; 添加"
260,provoke,1,2419439,"vt. 激怒, 惹起, 诱导\n[法] 刺激, 煽动, 激怒"
261,intact,1,1517747,"a. 尚未被人碰过的, 原封不动的, 完整的\n[医] 完整的, 无伤的"
263,shoulder,1,2750937,"n. 肩, 肩膀, 衣肩\nvt. 肩负, 负担, 担任\nvi. 用肩推挤"
230,stalk,1,2875340,"n. 茎, 追踪, 高视阔步\nvi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步\nvt. 追踪, 搜索"
224,empirical,1,971264,"a. 完全跟据经验的, 经验主义的\n[医] 经验主义的"
265,comprehensive,1,626113,"a. 广泛的, 有理解力的, 综合的\n[经] 广泛的, 综合的, 全面的"
197,host,1,1414050,"n. 主人, 旅馆老板, 节目主持人\nvt. 当主人招待, 作...节目主持人\n[计] 主机, 宿主机"
184,classification,1,561784,"n. 分类, 分级\n[化] 分级; 分粒; 分类"
187,mature,1,1835021,"a. 成熟的, 到期的, 充分考虑的\nvt. 使成熟\nvi. 成熟, 到期"
188,luxuriant,1,1769900,"a. 繁茂的, 丰富的, 肥沃的, 华丽的\n[医] 过盛的, 过多的"
192,humor,1,1425594,"n. 幽默, 诙谐, 心情\nvt. 迎合, 牵就, 顺应"
193,commute,1,616356,"vt. 交换, 折偿, 减轻\nvi. 代偿, 经常乘车来往"
194,allocate,1,102966,"vt. 分派, 分配\n[计] 分配"
198,calcium,1,436738,n. 钙\n[化] 钙Ca
220,scarcity,1,2660384,"n. 缺乏, 不足, 缺少\n[经] 缺乏, 不足"
204,harbor,1,1331455,"n. 港, 避难所\nv. 庇护, 藏匿, (使)入港停泊"
208,relevance,1,2538183,n. 中肯；关联；相关性
211,grounded,1,1297680,a. [物]接地的；有基础的
213,array,1,186169,"n. 排列, 衣服, 大批, 军队\nvt. 布署, 打扮, 排列\n[计] 数组; 阵列"
215,extravagant,1,1048354,"a. 奢侈的, 挥霍无度的, 浪费的"
219,obsession,1,2098112,"n. 困扰, 困扰人的情绪\n[医] 强迫观念"
264,shove,1,2751339,"n. 推, 挤\nvt. 推挤, 猛推, 强使\nvi. 推"
266,rectify,1,2515780,"vt. 订正, 矫正, 改正, 调正, 校正, 精馏, 整流\n[化] 精馏"
572,feasible,1,1073920,"a. 能实行的, 可行的, 适宜的\n[法] 可行的, 可执行的, 可完成的"
317,chunk,1,547023,"n. 大块, 矮胖的人(或物)\n[经] 定样"
306,occurrence,1,2099918,"n. 发生, 事件, 出现\n[医] 发生"
307,fraud,1,1164490,"n. 欺骗, 欺诈, 诡计, 骗子\n[经] 欺诈, 舞弊, 骗子"
309,resume,1,2560528,"vt. 重新开始, 取回, 恢复\nvi. 再开始\nn. 摘要, 个人简历\n[计] 继续执行"
314,withdrawn,1,3355090,withdraw的过去分词
315,justification,1,1592919,"n. 辩护, 证明正当, 释罪\n[计] 调整"
316,adapt,1,50026,"vt. 使适应, 改编\nvi. 适应"
320,shed,1,2736264,"n. 车棚, 小屋, 脱落之物, 分水岭\nvt. 使流出, 放射, 脱落, 散发, 摆脱\nvi. 流出, 散布, 脱落"
301,movement,1,1954345,"n. 运动, 动作, 运转, 移动, 倾向, 变化, 活动, 乐章\n[医] 运动"
324,adopt,1,59188,"vt. 采用, 正式通过, 收养, 接受\n[医] 采取"
328,affectionate,1,67515,"a. 深情的, 充满情爱的"
332,paralysis,1,2206199,"n. 麻痹, 停顿, 瘫痪\n[医] 麻痹, 瘫痪"
333,accommodating,1,30671,"a. 与人方便的, 肯通融的"
337,mighty,1,1897321,"n. 有势力的人\na. 有势力的, 强大的, 有力的\nadv. 很, 极"
339,defense,1,777118,"n. 防卫, 防卫物\n[医] 防御"
305,alter,1,109235,v. 改变
300,fruition,1,1179301,"n. 成就, 实现, 结果实"
268,chancellor,1,509553,"n. 大臣, 总理, 首相, 大使馆/领事馆的一等秘书, 司法官, 大学校长"
283,substance,1,2938904,"n. 物质, 实质, 主旨, 资产, 本质, 牢固\n[化] 物质"
269,exchequer,1,1030463,"n. (英国)财政部, 国库\n[法] 国库, 财源, 财政法院"
272,expire,1,1038883,"vi. 期满, 呼气, 断气\nvt. 呼出"
274,retain,1,2561032,"vt. 保持, 保有, 留住, 记得, 付定金聘请\n[经] 保留, 留存"
279,implement,1,1470095,"n. 工具, 器具, 手段\nvt. 实现, 使生效, 执行"
281,installation,1,1513560,"n. 安装, 装置, 就职\n[医] 结构, 装置, 设立"
282,studio,1,2927256,"n. 工作室, 画室, 演播室, 电影制片厂"
284,medium,1,1852482,"n. 媒体, 方法, 媒介\na. 半生熟的, 中间的\n[计] 媒体, 中"
297,imposing,1,1471254,"a. 令人难忘的, 壮丽的, 威风的"
285,counterpart,1,688291,"n. 副本, 复本, 配对物, 相应物\n[经] 副本, 正副二份中之一"
286,embodiment,1,966996,"n. 具体化, 化身"
287,obscure,1,2097625,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的\nvt. 使变暗, 隐藏, 使变模糊, 使难解"
288,aspect,1,199042,"n. 外观, 方面, 面貌, 方向\n[医] 方面, 局面; 外观"
293,escapism,1,1009321,"n. 逃避现实, 逃避主义"
296,epic,1,994186,"n. 史诗, 叙事诗\na. 史诗的, 叙事诗的"
179,distinction,1,857880,n. 区别
178,decent,1,768961,"a. 有分寸的, 得体的, 大方的"
177,mock,1,1922277,"n. 嘲笑, 戏弄, 模仿\na. 假的, 伪造的, 模拟的\nadv. 虚伪地\nvt. 嘲弄, 模仿, 使失望, 欺骗, 挫败\nvi. 嘲弄"
69,split,1,2855779,"n. 劈开, 裂片, 裂缝, 分裂, 派系, 派别, 柳条\na. 劈开的\nvi. 分离, 分开, 裂开, 被劈开\nvt. 劈开, 切开, 使分裂, 使分离\n[计] 拆分"
58,critic,1,704343,"n. 批评家, 鉴定家"
62,slot,1,2796719,"n. 水沟, 细长孔, 硬币投币口, 缝, 狭槽, 狭通道, 位置, 一档(广播节目等)\nvt. 开槽于, 把...纳入机构\n[计] 槽; 存储槽"
63,sacred,1,2628384,"a. 神圣的, 献给上帝的, 庄严的, 祭祀的\n[法] 神圣的, 不可侵犯的"
64,default,1,776210,"n. 违约, 不履行责任, 缺席, 默认值\nv. 疏怠职责, 缺席, 拖欠, 默认\n[计] 默认; 默认值; 缺省值"
66,metaphor,1,1876046,n. 隐喻
67,pursue,1,2443283,"vt. 追赶, 追踪, 追随, 追求, 实行, 继续, 从事\nvi. 追赶, 继续"
70,backdrop,1,246043,"n. 背景幕, 背景"
53,extinction,1,1045778,"n. 消失, 消灭, 废止\n[化] 消光; 熄灭"
71,drastic,1,891059,"a. 激烈的\n[医] 峻泻药, 剧烈的"
76,aftermath,1,70648,"n. 结果, 后果\n[法] 后果, 结果"
77,searing,1,2682528,a. 灼热的
83,rent,1,2544532,"n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂\nvt. 租用, 租出\nvi. 出租\na. 分裂的, 破裂的\nrend的过去式和过去分词"
88,occupation,1,2099614,"n. 职业, 占有, 占有期, 占领, 占领军\n[经] 占有, 占用, 职业"
90,marital,1,1819878,"a. 丈夫的, 婚姻的, 夫妇间的\n[医] 婚姻的"
55,insistence,1,1512522,"n. 坚持, 坚决主张"
49,interim,1,1526367,"a. 暂时的, 临时的, 间歇的\nn. 过渡时期"
175,admire,1,58373,"vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇"
23,beneficial,1,305347,"a. 有益的, 受益的\n[经] 有使用权的, 可享利益的"
5,plausible,1,2312001,"a. 貌似真实的, 貌似合理的, 说得煞有其事的\n[法] 花言巧语的, 似乎有理的"
11,spoil,1,2857207,"n. 战利品, 赃物, 奖品, 变质, 次品\nvt. 损坏, 破坏, 溺爱\nvi. 腐坏, 掠夺"
13,overstate,1,2176113,"vt. 夸大的叙述, 夸张, 过分强调\n[经] 多计, 高估"
16,reputable,1,2549831,"a. 受好评的, 有声望的, 规范的\n[法] 声誉好的, 可尊敬的"
17,attribute,1,215629,"n. 属性, 标志, 定语\nvt. 把...归于, 认为...属于\n[计] 属性"
18,transfer,1,3124261,"n. 迁移, 移动, 传递, 转让, 转移, 过户, 汇兑, 换车\nvt. 使转移, 调转, 调任, 改变, 传递, 转让\nvi. 转移, 转学, 转职, 换车\n[计] 传送"
26,code,1,586393,"n. 代码, 密码, 法规, 法典\nvt. 把...编码\n[计] 代码"
46,prosecute,1,2413317,"vt. 告发, 起诉, 彻底进行, 执行, 从事\nvi. 告发, 起诉, 作检察官"
28,brim,1,393023,"n. 边, 边缘, (河)边\nvt. 注满, 使满溢\nvi. 满溢"
30,gear,1,1215398,"n. 齿轮, 工具\nvt. 以齿轮连起, 开动, 使适应, 安排\nvi. 连接上, 适合"
33,remodel,1,2541011,"vt. 改造, 改型, 改变"
34,formulate,1,1153401,"vt. 用公式表示, 明确叙述, 制订\n[机] 公式化, 公式表示"
40,designate,1,802097,"vt. 指定, 指明, 称呼\na. 已选出而未上任的"
42,crack,1,694676,"n. 裂缝, 爆裂声\nv. (使)爆裂, (使)裂开, (使)发出爆裂声\na. 第一流的\nadv. 啪地一声"
94,therapy,1,3054940,"n. 治疗\n[医] 疗法, 治疗"
97,dictate,1,820088,"vi. 听写, 口述, 口授\nvt. 口述, 使听写, 命令\nn. 命令, 指挥, 指令"
103,indulge,1,1493537,"vt. 纵情于, 使高兴, 放任, 迁就\nvi. 沉溺"
156,collage,1,596031,n. 拼贴画
145,paradox,1,2203461,"n. 似非而是的论点, 自相矛盾的话, 悖论, 怪人怪事\n[化] 佯谬"
146,forthcoming,1,1154471,a. 即将来临的\nn. 来临
148,grant,1,1280886,"n. 授予, 授予物, 允许\nvt. 允许, 承认, 授与\n[计] 授权命令"
149,thesis,1,3060037,"n. 论题, 论文"
151,intervention,1,1538152,"n. 插入, 介入, 调停\n[经] 干预"
152,cite,1,555817,"vt. 引用, 引证, 表彰\n[建] 引证, 指引"
161,coincidence,1,592130,"n. 巧合, 同时发生\n[电] 符合计数器"
105,luxury,1,1769931,"n. 奢侈, 豪华\na. 奢侈的, 豪华的"
162,infuse,1,1502174,"vt. 注入, 使充满, 泡制, 鼓舞\nvi. 泡"
163,allegiance,1,101552,"n. 忠贞, 效忠"
166,hack,1,1314384,"n. 劈, 砍, 砍痕, 出租车, 干咳, 晒架, 鹤嘴锄\nvt. 劈, 砍, 出租, 用旧\nvi. 劈, 砍, 干咳, 驾驶出租车\na. 出租的"
170,relate,1,2535260,"vt. 讲, 叙述, 使互相关联\nvi. 有关, 符合, 相处得好"
172,revive,1,2569228,"vt. 使苏醒, 使复兴, 使振奋, 回想起, 重播\nvi. 苏醒, 复活, 复兴, 恢复精神"
174,passionate,1,2220151,"a. 热情的, 热烈的, 易怒的, 热恋的"
144,recruit,1,2514971,"n. 新兵, 新手, 新会员, 补给品\nvt. 恢复, 补充, 充实, 征募\nvi. 征募新兵, 复原, 得到补充"
138,clarity,1,560064,"n. 清楚, 明晰\n[化] 透明度; 透明性; 清晰性"
137,bargain,1,267200,"n. 交易, 买卖协定, 特价商品\nv. 讲价, 交易"
136,conventional,1,661586,"a. 传统的, 习惯的, 约定的\n[经] 惯例的, 常规的, 传统的"
132,bend,1,304601,"vi. 变弯曲, 屈服\nvt. 使弯曲, 使屈服\nn. 弯曲"
130,cede,1,488711,"vt. 割让\n[法] 割让, 让与, 放弃"
129,signal,1,2761205,"n. 信号, 暗号, 近因, 导火线\nvt. 向...作信号, 标志, 用信号通知\nvi. 发信号\na. 作为信号的, 显著的\n[计] 信号"
127,absolute,1,22589,"a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物"
125,band,1,260900,"n. 带子, 队, 乐队\nv. 联合, 结合\n[计] 频带; 波段; 区"
124,rip,1,2586094,"n. 裂痕, 破绽, 拉裂, 浪子, 巨浪\nvi. 被拉开, 裂开, 猛冲\nvt. 撕, 扯, 劈"
122,disruptive,1,855549,"a. 分裂的, 破坏(性)的\n[计] 击穿的, 中断的"
121,weird,1,3324268,"a. 怪异的, 超自然的, 不可思议的\nn. 命运, 预言, 符咒"
115,contest,1,652309,"n. 竞赛, 争论\nvt. 竞争, 争取, 争辩\nvi. 竞争"
114,accumulate,1,32465,"v. 积聚, 堆积"
113,scan,1,2659060,"n. 审视, 浏览, 扫描, 细查\nvt. 细看, 浏览, 扫描, 详细调查, 标出格律\nvi. 押韵, 扫描\n[计] 网络软件目录, 编码与分析系统"
111,sheer,1,2736777,"a. 绝对的, 全然的, 纯粹的, 透明的, 峻峭的\nvi. 偏转, 偏航\nvt. 使急转向, 使偏航\nadv. 完全, 全然, 峻峭\nn. 偏航"
109,contain,1,650998,"vt. 包含, 容纳, 控制\nvi. 自制"
342,realm,1,2505576,"n. 王国, 领土, 领域\n[计] 领域"
346,retreat,1,2563542,"n. 休息寓所, 撤退, 隐居, 退避\nvi. 撤退, 隐退, 向后倾\nvt. 退(棋)"
347,evaluation,1,1023281,"n. 评估, 估价, 求值\n[计] 鉴定; 评价; 求值"
503,distinctive,1,857887,"a. 有特色的, 出众的"
491,log,1,1739539,"n. 记录, 圆木, 日志, 计程仪\nvt. 伐木, 切, 航行\nvi. 伐木\n[计] 日志"
492,vain,1,3245211,"a. 无价值的, 徒然的, 空虚的, 自负的, 愚蠢的"
495,suggestive,1,2944662,"a. 提示性的, 影射的, 暗示的\n[医] 暗示的"
496,permissive,1,2252562,"a. 许可的, 获准的, 宽容的, 放任的, 放纵的, 允许选择的, 自由的\n[法] 表示许可的, 随意的, 纵容的"
500,nerve,1,2017582,"n. 精神, 勇气, 叶脉, 神经\nvt. 鼓起勇气"
502,reliance,1,2538571,"n. 信任, 信赖, 受信赖的人(或事)\n[法] 信任, 信赖, 信心"
504,revenue,1,2566359,"n. 收入, 岁入, 税收, 税务局\n[经] 岁入, 税收, 税务局"
489,dismiss,1,852232,"vt. 解散, 开除, 解职\nvi. 解散\n[计] 解散"
510,stimulus,1,2903925,"n. 刺激, 激励, 刺激品\n[医] 刺激特, 刺激"
512,architect,1,177272,"n. 建筑师, 设计者, 缔造者"
513,exert,1,1033130,"vt. 发挥, 运用, 施以影响\n[法] 施加, 产生, 行使"
514,signature,1,2762373,"n. 签字, 识别标志, 调号\n[计] 签名附件"
516,sophisticated,1,2826476,"a. 复杂的, 久经世故的\n[法] 尖端的, 高级的, 非常有经验的"
519,aesthetic,1,66667,"a. 美学的, 审美的, 有美感的"
490,linger,1,1717978,"vi. 逗留, 消磨, 徘徊\nvt. 消磨"
486,compromise,1,627491,"n. 妥协, 折中, 折中方案, 和解\nvi. 妥协处理\nvt. 危害"
466,bombast,1,361531,n. 夸大的言辞
474,privilege,1,2394743,"n. 特权, 特别恩典, 基本权利, 特免\nvt. 给与...特权, 特免"
468,manifesto,1,1809361,"n. 宣言, 声明"
469,possessed,1,2349652,"a. 中邪魔的, 被妖魔缠住的"
470,immense,1,1465469,"a. 极广大的, 无边的, 非常好的"
471,epoch,1,997777,"n. 新纪元, 时代, 时期"
472,multiplicity,1,1971012,"n. 相重性, 多重性, 多样\n[化] 多重态; 多重性"
473,fascinating,1,1068276,"a. 迷人的, 吸引人的, 使人神魂颠倒的"
475,emigrate,1,969537,"v. (使)移居, (使)移民"
485,reminder,1,2540709,"n. 提醒的人, 暗示\n[经] 催单"
476,drain,1,890118,"n. 排水沟, 消耗, 排水\nvt. 排出, 喝光, 耗尽\nvi. 排水, 流干"
477,prompt,1,2408600,"n. 激励, 提示, 提醒物, 提词, 付款期限\na. 迅速的, 敏捷的, 立刻的, 提词员的\nvt. 激励, 鼓动, 提示\nadv. 准时地\n[计] 提示符; DOS内部命令:设定DOS命令行的提示符"
479,authenticate,1,221270,"vt. 证明可信, 证实为真, 使具法律效力\n[法] 认证, 鉴定, 证明"
482,transaction,1,3123066,"n. 交易, 办理, 学报, 和解协议\n[计] 事务处理"
483,applaud,1,168106,"v. 拍手喝彩, 称赞, 赞同"
484,compulsory,1,627776,"a. 被强制的, 强迫的, 义务的\n[经] 强迫的, 强制的"
520,forthright,1,1154544,"adv. 直率地, 直接地, 马上, 立即\na. 直接的, 直率的, 坦白的\nn. 直路"
523,abundant,1,25255,"a. 丰富的, 充分的, 大量的"
524,spacious,1,2835317,"a. 广大的, 宽广的"
562,emergency,1,968162,"n. 紧急状况, 紧急事件, 紧急需要\n[化] 紧急情况"
550,calorie,1,442070,n. 卡路里（热量单位）
551,cute,1,731715,"a. 可爱的, 聪明的, 伶俐的\n[医] 品他病"
553,credit,1,699458,"n. 信用, 信任, 荣誉, 贷款, 学分\nvt. 归功于, 赞颂, 信任, 相信\n[计] 信用量"
554,regulation,1,2531780,"n. 规则, 管理, 调整\n[计] 调整; 规章; 规则; 调节"
556,toll,1,3098292,"n. 通行费, 代价, 钟声\nvt. 征收, 敲钟, 鸣钟, 勾引, 引诱\nvi. 征税, 鸣钟"
557,leak,1,1678565,"n. 漏洞, 漏处, 漏出, 泄漏\nvi. 漏, 泄漏\nvt. 使渗漏"
563,panic,1,2197793,"n. 恐慌, 惊慌\na. 惊慌的, 没有理由的, 恐慌的\nvt. 使惊慌, 使狂热\nvi. 惊慌"
525,continent,1,652715,"n. 大陆, 洲\na. 自制的"
564,fade,1,1055732,"vi. 褪色, 消失, 凋谢\nvt. 使褪色\nn. 淡入, 淡出\na. 平淡的"
567,nasal,1,1997515,"a. 鼻的, 鼻声的, 尖锐的\nn. 鼻音, 鼻音字"
568,pregnant,1,2373682,"a. 怀孕的, 充满的, 思想丰富的, 成果丰硕的\n[医] 妊娠的, 有孕的"
569,vaccinate,1,3242486,v. 预防接种
570,magnificent,1,1788888,"a. 华丽的, 高尚的, 宏伟的"
571,immerse,1,1465511,"vt. 沉浸, 使陷入\n[医] 浸[入]"
549,profile,1,2402492,"n. 侧面, 轮廓, 传略\nvt. 描绘...轮廓, 写...的传略\n[计] 提问档; 剖面图法; 剖面法"
548,chef,1,520701,n. 厨师
547,celebrity,1,489696,"n. 名声, 名人"
546,ban,1,259621,"n. 禁令\nvt. 禁止, 取缔"
545,inconceivable,1,1483830,"a. 不能想象的, 想不到的, 难信的"
544,diabetes,1,812384,"n. 糖尿病, 多尿症\n[医] 糖尿病; 多尿症"
543,halt,1,1323171,"n. 停止, 立定, 休息\nvt. 使停止, 使立定\nvi. 立定, 停止, 蹒跚, 踌躇, 有缺点\n[计] 停止"
542,addiction,1,51301,"n. 入迷, 瘾\n[医] 瘾, 癖嗜"
540,demanding,1,787323,"a. 要求高的, 费力的"
539,conceited,1,631001,"a. 自负的, 逞能的, 狂想的"
536,abandon,1,16425,"vt. 放弃, 抛弃, 遗弃, 使屈从, 沉溺, 放纵\nn. 放任, 无拘束, 狂热"
535,benign,1,305996,"a. 善良的, 良性的\n[医] 良性的"
534,blunt,1,353020,"a. 钝的, 坦率的, 麻痹的"
531,redistribution,1,2519776,"n. 重新分配, 再分发\n[计] 重新分配"
529,ordination,1,2145476,"n. 任命, 授神职(礼), 颁布法令, 排列"
528,discipline,1,846276,"n. 训练, 纪律\nvt. 训练, 惩罚"
526,chronic,1,544470,"a. 慢性的, 习惯性的\nn. 慢性病患者"
467,hitherto,1,1393796,"adv. 迄今, 至今"
465,mere,1,1866519,"n. 小湖, 池塘\na. 仅仅的, 只不过的"
348,mute,1,1980412,"n. 哑子, 哑音字母, 弱音器\na. 哑的, 无声的, 沉默的\nvt. 减弱...的声音\nvi. 排泄"
391,bore,1,367919,"n. 令人讨厌的人, 激浪, 枪膛, 孔\nvt. 使烦扰, 钻孔\nvi. 钻孔\nbear的过去式\n[计] 内径; 孔径"
384,drove,1,899487,n. 畜群\ndrive的过去式
385,reign,1,2533073,v. 为王，为君；当政；统治\nn. 为王，为君；当政；统治
386,brutal,1,403228,"a. 残忍的, 野蛮的, 不讲理的"
387,abbreviation,1,17229,"n. 缩写词, 缩写, 缩短, 节略"
389,correspondent,1,677778,"n. 通讯记者, 通信者\n[经] 客户, 代理商行, 代理银行"
390,exhaustion,1,1033983,"n. 抽空, 耗尽, 疲惫, 筋疲力尽\n[化] 抽空"
392,distinguished,1,857961,"a. 卓著的, 著名的"
376,frugal,1,1178845,"a. 节俭的, 朴素的"
393,colony,1,600536,"n. 殖民地, 移民队\n[医] 菌(集)落, 菌丛; 移民区"
394,outset,1,2165505,"n. 着手, 开头, 最初"
396,chaotic,1,512205,"a. 混乱的, 无秩序的\n[法] 混乱的, 混沌的"
397,contradictory,1,657187,"a. 反驳的, 反对的, 抗辩的\nn. 矛盾因素, 对立物"
398,implication,1,1470263,"n. 牵连, 含义, 暗示\n[法] 推断, 含蓄之意, 暗示"
400,subject,1,2933920,"n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由\na. 服从的, 易患...的, 隶属的, 受支配的\nadv. 在...条件下\nvt. 使隶属, 使受到\n[计] 主题, 主体"
380,toy,1,3115040,"n. 玩具, 小玩艺儿, 小型的东西, 消遣\na. 供玩耍的, 作为玩具的\nvi. 玩弄, 戏弄, 调情"
375,surplus,1,2965205,"n. 剩余, 过剩, 盈余\na. 过剩的, 剩余的"
464,bourgeois,1,375374,"n. 中产阶级分子, 商人, 资产阶级\na. 中产阶级的, 平庸的\nn. 九点活字"
359,compel,1,618737,"vt. 强迫, 迫使"
349,temptation,1,3026860,"n. 诱惑, 诱惑物\n[法] 诱惑, 诱惑物"
352,accuracy,1,32914,"n. 精确, 正确\n[计] 准确度"
353,unconscious,1,3195098,"a. 未意识到的, 无意识的, 无知觉的\n[医] 人事不省的, 神志丧失的; 无意识的"
355,impression,1,1471766,"n. 印象, 意念, 盖印, 印记, 印数, 底色, 效果\n[医] 压迹, 印模, 印象, 影响"
356,sensible,1,2712343,"a. 有感觉的, 敏感的, 明智的\n[医] 可感觉的"
357,adequate,1,54028,"a. 适当的, 足够的\n[法] 胜任的, 适当的, 充分的"
360,mandate,1,1806882,"n. 命令, 指令, 要求\nvt. 委任统治"
373,bacon,1,248157,n. 熏猪肉\n[机] 腌肉
362,fairy,1,1057827,"n. 仙女, 精灵\na. 仙女的"
363,provisions,1,2419325,"n. 存粮, 给养, 口粮, 食物, 粮食\n[经] 食品, 粮食"
367,anticipate,1,154210,"vt. 预期, 占先, 加速, 提前使用\n[医] 提前出现, 先期发生"
369,economical,1,931918,"a. 节俭的, 经济的, 合算的\n[经] 经济的, 节约的"
370,exact,1,1027749,"a. 精确的, 准确的, 精密的\nvt. 强求, 急需"
371,excel,1,1028785,"vt. 胜过, 优于, 擅长\nvi. 胜过其他"
401,undermine,1,3200357,"vt. 在...下面挖, 渐渐破坏, 暗地里破坏\n[法] 暗中破坏, 以阴谋中伤伤害"
402,obsessed,1,2098107,a. 着迷的；无法摆脱的
403,pervasive,1,2256726,"a. 普遍的, 流行的, 到处蔓延的, 到处渗透的"
455,inspiration,1,1513323,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气\n[医] 吸[气]"
444,resentment,1,2551891,"n. 怨恨, 愤恨"
445,discerning,1,845481,"a. 有眼力的, 敏锐的, 有辨别能力的, 有洞察力的"
449,prudence,1,2420032,"n. 审慎, 慎重, 精明, 节俭"
451,trivial,1,3150472,"a. 琐碎的, 不重要的, 轻微的, 平常的"
453,accomplished,1,30938,"a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的"
454,empathy,1,970972,"n. 移情作用, 共鸣\n[医] 移情, 神入"
456,renaissance,1,2543037,"n. 复活, 复兴, 文艺复兴\na. 文艺复兴的"
406,pastel,1,2221230,"n. 粉蜡笔, 粉蜡笔画, 随笔\na. 彩色蜡笔的, 蜡笔画的, 柔和的, 纤弱的"
