word,showCount,translation
appetite,2,"n. 食欲, 欲望, 爱好
[医] 食欲"
fascination,2,"n. 令人着迷的事物, 入迷, 魅力"
comprehend,2,"vt. 理解, 包括"
reflection,2,"n. 反映, 沉思, 映像, 想法, 责难
[计] 反射"
exclude,2,"vt. 除外, 排除, 排斥
[医] 除外(诊断)"
prime,2,"n. 最佳部分, 初期, 全盛期
a. 主要的, 最初的, 根本的
v. 加油启动, 灌注, 填装"
enlightened,2,"a. 有知识的, 进步的, 文明的"
impartial,2,"a. 公平的, 不偏不倚的
[法] 公正无私的, 不偏袒的, 公平的"
devoted,2,"a. 投入的, 深爱的"
outlet,2,"n. 出口, 发泄方法, 市场
[医] 出口"
navigate,2,"vi. 航行
vt. 航行于, 驾驶, 操纵, 使通过"
manifestation,2,"n. 显示, 证明, 示威运动
[医] 表现, 表示"
addiction,2,"n. 入迷, 瘾
[医] 瘾, 癖嗜"
terminology,2,"n. 术语, 术语学
[医] 名词学, 命名法"
prompting,2,"n. 刺激, 激励, 提示
[计] 提示; 提醒"
proposition,2,"n. 建议, 命题, 主张
vt. 向...提议, 向...提出猥亵的要求"
drain,2,"n. 排水沟, 消耗, 排水
vt. 排出, 喝光, 耗尽
vi. 排水, 流干"
loyal,2,"a. 忠诚的, 忠实的, 忠贞的"
reign,2,"v. 为王，为君；当政；统治
n. 为王，为君；当政；统治"
guarded,2,"a. 被防护着的, 被监视着的, 警戒着的"
landmark,2,"n. 陆标, 划时代的事, 地界标
[医] 界标"
aeronautics,2,"n. 航空学, 飞行术
[机] 航空学"
lottery,2,"n. 奖券, 彩票, 运气
[经] 抽彩给奖法"
dome,2,"n. 圆顶
vt. 加圆顶
vi. 成圆顶状"
stationary,2,"a. 不动的, 静止的, 不变的, 固定的, 停留的
[计] 定常, 定态, 固定的"
span,2,"n. 指距, 全长, 跨距, 一段时间, 小范围
vt. 以手指测量, 跨越, 架设, 持续"
ingredient,2,"n. 成分, 因素
[化] 配合剂; 拼料; 成分; 组分"
buck,2,"n. 元, 雄鹿, 纨绔子弟, 鞍马, 培克(赌博时的庄家标志), 碱水, 自夸, 谈话
vi. 马背突然拱起, 反对, 吹牛, 闲聊
vt. 马背突然拱起将骑手摔下, 反对, 用碱水洗
a. 雄的"
charity,2,"n. 慈悲, 博爱, 慈善团体, 施舍
[法] 宽大, 宽恕, 慈善机关"
assert,2,"vt. 主张, 坚称, 断言
[法] 宣称, 断言, 维护"
provisions,2,"n. 存粮, 给养, 口粮, 食物, 粮食
[经] 食品, 粮食"
prompt,2,"n. 激励, 提示, 提醒物, 提词, 付款期限
a. 迅速的, 敏捷的, 立刻的, 提词员的
vt. 激励, 鼓动, 提示
adv. 准时地
[计] 提示符; DOS内部命令:设定DOS命令行的提示符"
occupation,2,"n. 职业, 占有, 占有期, 占领, 占领军
[经] 占有, 占用, 职业"
mate,2,"n. 配偶, 对手, 助手, (象棋)将死
vt. 使配对, 使一致, 结伴, (象棋)将死
vi. 成配偶, 紧密配合"
mortality,2,"n. 必死的命运, 死亡数目, 死亡率
[医] 必死性, 死亡率"
withdrawn,2,withdraw的过去分词
attribute,2,"n. 属性, 标志, 定语
vt. 把...归于, 认为...属于
[计] 属性"
zenith,2,n. 顶点；最高点；顶峰
fold,2,"n. 折层, 折, 羊栏, 折痕, 信徒
vt. 折叠, 包, 合拢, 交迭
vi. 折叠起来, 彻底失败
[计] 折叠; 合并"
supplement,2,"n. 补充物, 增刊, 补充, 补遗, 补编, 附录, 补角
vt. 补充, 增补"
thorny,2,"a. 多刺的, 令人苦恼的"
epoch,2,"n. 新纪元, 时代, 时期"
millennium,2,"n. 千禧年, 一千年"
horizon,2,"n. 地平线, 眼界, (天)视地平"
innocence,2,"n. 无罪, 无知, 天真无邪
[法] 无罪, 无罪的人, 清白无辜者"
cooperative,2,a. 合作的；合作社的
trek,2,"vi. 牛拉货车, 艰苦跋涉
n. 牛车旅行, 艰苦跋涉"
acquaintance,2,"n. 认识, 相识者"
perpetual,2,"a. 永久的, 不断的, 无期限的, 没完没了的, 四季开花的
[经] 永远的, 终身的, 持续的"
doctrine,2,"n. 教条, 学说
[医] 学说"
distinct,2,"a. 清楚的, 显著的, 不同的"
profile,2,"n. 侧面, 轮廓, 传略
vt. 描绘...轮廓, 写...的传略
[计] 提问档; 剖面图法; 剖面法"
lateral,2,"n. 侧部, 支线, 边音
a. 侧面的, 旁边的"
detrimental,2,a. 有害的
beneficial,2,"a. 有益的, 受益的
[经] 有使用权的, 可享利益的"
segment,2,"n. 片段, 部分, 分节, 段
v. 分割, 分裂
[计] 段"
indicative,2,"a. 指示的, 象征的, 表示...的
[经] 指标的"
synthetic,2,"n. 合成物质
a. 综合(性)的, 人造的, 合成的"
tackle,2,"n. 工具, 复滑车, 滑车, 装备, 扭倒
vt. 固定, 处理, 抓住
vi. 扭倒"
furnace,2,"n. 火炉, 熔炉, 考验
vt. 在炉中烧"
fallacy,2,"n. 错误的观念(或信念), 谬见, 谬论
[医] 错觉, 幻觉, 虚妄"
opponent,2,"n. 对手, 敌手, 反对者
a. 敌对的, 反对的, 对面的"
proclaim,2,"vt. 宣布, 公告, 宣言, 表明, 赞扬
[法] 宣布, 宣告, 公布"
certainty,2,"n. 确定, 确实的事情
[法] 确定, 肯定, 必然的事"
conformity,2,"n. 遵照, 适合, 一致, 相似
[计] 符合度"
distracted,2,a. 心烦意乱的
lag,2,"n. 落后, 囚犯, 迟延, 桶板, 防护套
a. 最后的
vi. 落后, 蹒跚, 缓缓而行, 滞后
vt. 落后于, 押往监狱, 加上外套
[计] 延迟; 落后"
gravity,2,"n. 地心引力, 重力
[化] 重力"
extinguish,2,"vt. 熄灭, 使消亡, 压制, 使减色
[医] 消灭"
preface,2,"n. 序, 绪言, 前言
vi. 作序, 写前言
vt. 给...作序, 以...开始"
maturity,2,"n. 成熟, 完备, 到期
[医] 成熟, 成熟期, 发育期"
dormant,2,"a. 睡眠状态的, 静止的
[医] 休眠的, 不活动的, 休止的"
pessimism,2,"n. 悲观, 悲观情绪, 悲观主义
[医] 悲观主义"
plunge,2,"n. 钻进, 跳进, 跳水, 跳水池, 猛跌, 落下, 投入, 开始从事, 盲目投资
vi. 投入, 投身于, 跳进, 陷入, 下降
vt. 使投入, 使插入, 使陷入, 使遭受"
undesirable,2,"a. 不受欢迎的, 不合乎社会道德标准的
[法] 不受欢迎的人, 不良份子, 不法份子"
activate,2,"vt. 使活动, 使激活, 正式建成
vi. 有活力"
censor,2,"n. 检查员
vt. 检查, 审查, 删改"
saturated,2,"a. 饱和的, 渗透的
[医] 饱和的"
hitherto,2,"adv. 迄今, 至今"
chip,2,"n. 屑片, 薄片, 碎片
vt. 削, 切, 削成碎片, 使摔倒, 凿
vi. 削下屑片
[计] 孔屑; 组件; 晶片; 芯片"
spiritual,2,"a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的
n. 有关教会的事"
mill,2,"n. 压榨机, 磨坊, 制造厂
vt. 碾磨, 磨细, 搅拌, 使乱转
vi. 乱转, 被碾磨"
heading,2,"n. 标题, 起始字, 方向
[计] 上标题"
compromise,2,"n. 妥协, 折中, 折中方案, 和解
vi. 妥协处理
vt. 危害"
gloomy,2,"a. 抑沉的, 忧闷的, 黑暗的, 悲观的"
analogy,2,"n. 相似, 类似
[计] 模拟"
apology,2,"n. 道歉, 辩护
[法] 道歉, 谢罪, 辩解者"
genetics,2,"n. 遗传学
[化] 遗传学"
instructive,2,"a. 有益的, 增进知识的"
trait,2,"n. 特征, 特性, 一笔, 少许"
dominate,2,"v. 支配, 占优势"
corrupt,2,"a. 腐败的, 贪污的, 讹误充斥的
vt. 使腐烂, 腐蚀, 使恶化
vi. 腐烂, 堕落"
mania,2,"n. 狂躁, 热衷, 狂热
[医] 躁狂, 狂"
cute,2,"a. 可爱的, 聪明的, 伶俐的
[医] 品他病"
luxury,2,"n. 奢侈, 豪华
a. 奢侈的, 豪华的"
egalitarian,2,"a. 平等主义的
n. 平等主义"
viable,2,"a. 能养活的, 能生长发育的
[医] 有活力的, 有生机的"
resentment,2,"n. 怨恨, 愤恨"
wit,2,"n. 机智, 智力, 头脑, 理智, 妙语, 机智的人"
setback,2,"n. 挫折, 退步, 逆流"
attentive,2,"a. 注意的, 留心的"
nice,2,"a. 美好的, 和蔼的, 正派的, 做得好的, 精密的, 细微的, 挑剔的, 谨慎的"
lobby,2,"n. 大厅, 休息室, 游说议员者
vi. 游说议员, 游说
vt. 游说"
classification,2,"n. 分类, 分级
[化] 分级; 分粒; 分类"
permissive,2,"a. 许可的, 获准的, 宽容的, 放任的, 放纵的, 允许选择的, 自由的
[法] 表示许可的, 随意的, 纵容的"
flexible,2,"a. 易曲的, 灵活的, 柔顺的, 能变形的, 可通融的
[医] 能屈的"
aspect,2,"n. 外观, 方面, 面貌, 方向
[医] 方面, 局面; 外观"
grant,2,"n. 授予, 授予物, 允许
vt. 允许, 承认, 授与
[计] 授权命令"
accomplished,2,"a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的"
constitution,2,"n. 构成, 宪法, 体格
[医] 体质; 结构, 组织"
predictable,2,a. 可预言的
anonymous,2,"a. 姓氏不详的, 无名的, 无特色的
[计] 无记录"
compulsive,2,"a. 强制的, 强迫的
[医] 强迫性的"
array,2,"n. 排列, 衣服, 大批, 军队
vt. 布署, 打扮, 排列
[计] 数组; 阵列"
appoint,2,"vt. 任命, 指定, 下令
[法] 派, 派任, 任命"
suspicion,2,"n. 怀疑, 觉察, 嫌疑
[法] 怀疑, 疑心, 嫌疑"
lounge,2,"n. 闲逛, 休闲室, 长沙发
vi. 闲混, (懒洋洋地)躺
vt. 闲混"
harmony,2,"n. 协调, 和睦, 调和
[电] 和声学"
fishery,2,"n. 渔业
[法] 捕鱼, 捕鱼权"
marine,2,"n. 舰队, 水兵, 海景画
a. 海的, 海产的, 海底的, 船舶的, 海运的"
weird,2,"a. 怪异的, 超自然的, 不可思议的
n. 命运, 预言, 符咒"
barn,2,"n. 谷仓
[化] 靶(恩)(核反应截面单位)"
indices,2,"pl. 索引, 指针, 指数, 指标"
unprecedented,2,"a. 空前的
[经] 空前的, 无前例的"
knowledgeable,2,"a. 聪明的, 有知识的"
negligible,2,"a. 可以忽略的, 不足取的, 无用的
[医] 可不计的, 可忽视的"
dismiss,2,"vt. 解散, 开除, 解职
vi. 解散
[计] 解散"
plagiarize,2,"v. 剽窃, 抄袭"
grounded,2,a. [物]接地的；有基础的
reliance,2,"n. 信任, 信赖, 受信赖的人(或事)
[法] 信任, 信赖, 信心"
naive,2,"a. 天真的, 纯真的, 幼稚的"
render,2,"vt. 回报, 给于, 付给, 汇报, 提出, 舍弃, 反映, 表示, 表演, 致使, 执行, 实施
vi. 给予补偿
n. 交纳, 打底"
authentic,2,"a. 可靠的, 可信的, 真正的
[法] 被认证的, 确认的, 可信的"
toll,2,"n. 通行费, 代价, 钟声
vt. 征收, 敲钟, 鸣钟, 勾引, 引诱
vi. 征税, 鸣钟"
asset,2,"n. 资产, 有益的东西"
intricate,2,"a. 复杂的, 错综的, 缠结的, 难懂的"
agenda,2,"pl. 议程, 日常工作事项
[计] 待议事件"
feeble,2,"a. 微弱的, 衰弱的, 无效的
[医] 无力的, 衰弱的"
compliance,2,"n. 遵从, 顺从, 屈从
[化] 柔顺; 顺应"
magnificent,2,"a. 华丽的, 高尚的, 宏伟的"
posture,2,"n. 姿势, 态度, 情形, 形势
vt. 作...的姿势
vi. 作姿势"
motivate,2,"vt. 给与动机, 刺激, 提高...的学习欲望, 促动
[经] 促动, 激发, 激励"
unfounded,2,"a. 没有事实根据的, 没有理由的, 虚幻的, 未建立的
[法] 无根据的, 无稽的, 没有理的"
pilot,2,"n. 飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人
vt. 领航, 驾驶, 引导, 试用
a. 引导的, 控制的, 试点的
[计] 引导"
converge,2,"vi. 聚合, 集中于一点
vt. 使集合"
drove,2,"n. 畜群
drive的过去式"
inclination,2,"n. 倾向, 趋向, 倾斜度, 点头
[化] 倾角"
mortgage,2,"n. 抵押, 约束性义务, 抵押借款
vt. 抵押, 以...作担保, 把...许给"
piano,2,n. 钢琴
functional,2,"a. 功能的
[医] 机能的, 功能的, 官能的"
clarity,2,"n. 清楚, 明晰
[化] 透明度; 透明性; 清晰性"
shed,2,"n. 车棚, 小屋, 脱落之物, 分水岭
vt. 使流出, 放射, 脱落, 散发, 摆脱
vi. 流出, 散布, 脱落"
circulation,2,"n. 流通, 循环, 发行量
[化] 环流"
stimulus,2,"n. 刺激, 激励, 刺激品
[医] 刺激特, 刺激"
literate,2,"n. 学者
a. 有读写能力的, 精通文学的, 受过教育的"
alteration,2,"n. 变更, 改动
[医] 变更"
correspondent,2,"n. 通讯记者, 通信者
[经] 客户, 代理商行, 代理银行"
dictate,2,"vi. 听写, 口述, 口授
vt. 口述, 使听写, 命令
n. 命令, 指挥, 指令"
specialized,2,"a. 专门的, 特别的, 专科的, 特化的, 专化的
[计] 专业化的"
bureaucracy,2,"n. 官僚, 官吏
[法] 官僚主义, 官僚政治, 官僚机构"
charter,2,"n. 特许状, 执照, 宪章
vt. 特许, 发给特许执照"
genome,2,"[化] 基因组
[医] 染色体组"
tangible,2,"n. 可触知的东西, 有形资产
a. 可触摸的, 有实体的, 非相像的, 有形的, 明确的"
elaborate,2,"a. 精细的, 详尽的, 精心计划(或制作)的
vt. 详细地说明, 用心地制作, 发挥
vi. 变复杂, 作详细说明"
outset,2,"n. 着手, 开头, 最初"
absurd,2,"a. 荒谬的, 不合理的, 可笑的
n. 荒诞"
slack,2,"n. 松弛, 松懈, 淡季, 闲散, 家常裤
a. 松弛的, 不流畅的, 疏忽的, 无力的, 呆滞的, 软弱的, 漏水的
adv. 马虎地, 缓慢地
vt. 放松, 使缓慢
vi. 松懈, 减弱, 松弛"
spoil,2,"n. 战利品, 赃物, 奖品, 变质, 次品
vt. 损坏, 破坏, 溺爱
vi. 腐坏, 掠夺"
candidate,2,"n. 候选人, 投考者
[法] 候选, 候补者"
faculty,2,"n. 才能, 能力, 全体教员, (大学的)系
[医] 能力, [大学]院系"
goodwill,2,"n. 友好, 好意, 善意, 亲善, (企业享有的)信誉, 声誉
[经] (企业的)商誉, 信誉"
wilt,2,"v. (使)枯萎, (使)衰弱, (使)畏缩
n. 枯萎, 衰弱, 憔悴"
prescription,2,"n. 处方, 命令, 指定
[医] 处方, 药方"
trivial,2,"a. 琐碎的, 不重要的, 轻微的, 平常的"
assuage,2,"vt. 平息, 缓和, 减轻"
mannered,2,"a. 守规矩的, 矫饰的"
temptation,2,"n. 诱惑, 诱惑物
[法] 诱惑, 诱惑物"
trigger,2,"n. 触发器, 扳机
vt. 触发, 发射, 引起
vi. 松开扳柄
[计] 切换开关"
susceptible,2,"a. 易受影响的, 易感动的, 容许...的
[法] 易感的, 易受影响的, 容许"
transform,2,"vt. 使转换, 改变, 改造, 使...变形
vi. 改变, 转化, 变换
[计] 变换"
curriculum,2,"n. 课程
[医] 课程, 学程"
coax,2,"vt. 哄, 诱骗, 耐心地摆弄
vi. 哄骗
[计] 同轴电缆"
coalition,2,"n. 结合体, 结合, 联合
[经] 联合, 联盟"
temper,2,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火
vt. 使回火, 锻炼, 调和, 使缓和
vi. 回火"
rhetoric,2,"n. 修辞, 修辞学, 雄辩(术)"
reinforce,2,"vt. 加强, 增援, 补充
vi. 求援, 得到增援
n. 加固材料"
obsessed,2,a. 着迷的；无法摆脱的
crown,2,"n. 王冠, 王权, 顶点
vt. 使成王, 加冕, 居...之顶"
distinctive,2,"a. 有特色的, 出众的"
constrain,2,"vt. 强迫, 限制, 关押"
suspect,2,"n. 被怀疑者, 嫌疑犯
a. 令人怀疑的, 不可信的, 可疑的
v. 怀疑, 猜想"
illiterate,2,"n. 文盲
a. 目不识丁的, 没受教育的"
hazard,2,"n. 冒险, 危险, 机会
vt. 冒...的危险, 赌运气, 使冒危险
[计] 相关危险; 冒险"
bubble,2,"n. 泡沫
vi. 冒泡, 沸腾
vt. 使冒泡, 滔滔不绝地说"
veteran,2,"n. 老手, 退伍军人, 老兵, 老树
a. 老兵的, 老练的, 经验丰富的"
annoy,2,"vt. 使恼怒, 骚扰"
prehistoric,2,"a. 历史以前的, 史前的"
dynamic,2,"a. 动态的, 有活力的, 有力的, 动力的, 不断变化的
n. 动力, 动态
[计] 动态的"
compliment,2,"n. 称赞, 恭维, 敬意
vt. 称赞, 褒扬, 恭维"
dilemma,2,"n. 困境, (进退两难的)窘境"
ingenuity,2,"n. 心灵手巧, 精巧, 精巧设计"
strive,2,"vi. 努力, 奋斗, 斗争"
broker,2,"n. 掮客, 经纪人
[经] 经纪人, 掮客"
exaggeration,2,"n. 夸张, 夸大的事物, 夸大之词"
quote,2,"n. 引用
vt. 引述, 举证, 报(价)
vi. 引用"
licence,2,"n. 执照, 许可证, 特许
vt. 许可, 特许, 认可"
admission,2,"n. 准许进入, 入场费, 录用, 承认
[经] 加入, 入股"
curb,2,"n. 抑制, 勒马绳, 边石
vt. 抑制, 束缚, 勒住"
communal,2,"a. 公有的, 公社的
[法] 公共的, 自治体的, 巴黎公社的"
induce,2,"vt. 引诱, 招致, 归纳出, 感应
[医] 诱导, 感应"
deprivation,2,"n. 剥夺, 剥夺官职, 免职
[医] 丧失, 剥夺, 缺乏"
privilege,2,"n. 特权, 特别恩典, 基本权利, 特免
vt. 给与...特权, 特免"
emit,2,"vt. 发出, 放射, 发表(意见等), 散发, 发行
[化] 放射"
fiscal,2,"a. 财政的, 国库的
[经] 财政上的, 会计的, 国库的"
limb,2,"n. 四肢, 枝干, 翼, 边缘
vt. 切断...之手足"
elitism,2,n. 精英主义
intervention,2,"n. 插入, 介入, 调停
[经] 干预"
criteria,2,"pl. 标准
[计] 条件"
retail,2,"n. 零售
a. 零售的
vt. 零售, 详述, 传播
vi. 零售"
implicit,2,"a. 暗示的, 含蓄的, 固有的, 绝对的
[经] 不讲明的, 含蓄的"
demanding,2,"a. 要求高的, 费力的"
cultivate,2,"vt. 培养, 耕作"
advisory,2,"a. 顾问的, 咨询的, 劝告的
[法] 劝告的, 忠告的, 咨询的"
shell,2,"n. 贝壳, 壳, 外形, 炮弹
vt. 去壳, 脱落, 炮轰
vi. 剥落, 脱壳
[计] 外壳; DOS内部命令:指定命令行处理程序"
fade,2,"vi. 褪色, 消失, 凋谢
vt. 使褪色
n. 淡入, 淡出
a. 平淡的"
insidious,2,"a. 隐伏的, 阴险的, 狡猾的
[医] 隐袭的"
frequency,2,"n. 频率, 频数
[计] 频率"
striking,2,"a. 醒目的, 惊人的, 打击的, 罢工的
[法] 罢工的, 罢市的, 罢课的"
economical,2,"a. 节俭的, 经济的, 合算的
[经] 经济的, 节约的"
subjective,2,"a. 主观的, 个人的
[医] 主观的, 自觉的"
nerve,2,"n. 精神, 勇气, 叶脉, 神经
vt. 鼓起勇气"
destruction,2,"n. 破坏, 毁灭
[医] 破坏"
concrete,2,"n. 凝结物, 混凝土
a. 具体的, 实在的, 混凝土的
v. (使)凝结, 用混凝土浇筑"
headlong,2,"a. 头向前的, 仓猝而用力的, 轻率的
adv. 头向前地, 猛然地, 用力地"
auction,2,"n. 拍卖
vt. 拍卖"
flourish,2,"vi. 繁荣, 茂盛, 活跃, 手舞足蹈
vt. 挥舞, 夸耀
n. 挥舞, 炫耀, 茂盛, 兴旺, 华丽词藻"
consent,2,"n. 同意, 许可
vi. 同意, 赞同"
consolidation,2,"n. 巩固, 团结, 合并, 加强
[医] 实变"
inspiration,2,"n. 灵感, 鼓舞人心的人或物, 妙计, 吸气
[医] 吸[气]"
bourgeois,2,"n. 中产阶级分子, 商人, 资产阶级
a. 中产阶级的, 平庸的
n. 九点活字"
restored,2,a. 精力充沛的；精力恢复的
episode,2,"n. 插曲, 插话, 有趣的事件, 一段情节
[医] 插话, 插曲, 发作"
shove,2,"n. 推, 挤
vt. 推挤, 猛推, 强使
vi. 推"
havoc,2,"n. 大破坏, 蹂躏
vt. 严重破坏"
recruit,2,"n. 新兵, 新手, 新会员, 补给品
vt. 恢复, 补充, 充实, 征募
vi. 征募新兵, 复原, 得到补充"
gamble,2,"n. 赌博, 冒险
v. 赌博, 孤注一掷"
hygiene,2,"n. 卫生保健, 卫生学, 保健法
[医] 卫生, 卫生学"
bypass,2,"n. 旁路
vt. 省略, 绕过, 忽视, 回避"
incompetent,2,"a. 无能力的, 无资格的, 机能不全的, 不胜任的
n. 无能力者"
convert,2,"n. 皈依者, 改变宗教信仰者
vt. 使改变信仰, 转换, 兑换, 倒置
vi. 皈依
[计] 转换"
pressing,2,"a. 紧迫的, 迫切的, 热切的
n. 压, 压榨, 冲压件, 唱片"
immense,2,"a. 极广大的, 无边的, 非常好的"
finite,2,"a. 有限的, 有穷的, 限定的
n. 有限物"
bend,2,"vi. 变弯曲, 屈服
vt. 使弯曲, 使屈服
n. 弯曲"
insatiable,2,"a. 不知足的, 贪求无厌的
[医] 不能满足的, 不饱的"
manipulate,2,"vt. 操纵, 利用, 操作, 巧妙地处理, 假造"
reserved,2,"a. 保留的, 预备的, 预定的, 腼腆的, 不露感情的, 含蓄的, 缄默的, 冷淡的
[法] 用作储备的, 保留的, 预定的"
investigate,2,"v. 调查, 审查"
weary,2,"a. 疲倦的, 萎靡的, 厌倦的, 厌烦的
vt. 使疲倦, 使厌烦
vi. 疲乏, 生厌, 不耐烦"
painstaking,2,"n. 辛苦, 苦心, 工夫
a. 辛苦的, 勤勉的, 小心的"
clinical,2,"a. 临床的, 门诊部的
[医] 临床的, 临证的"
formulate,2,"vt. 用公式表示, 明确叙述, 制订
[机] 公式化, 公式表示"
linguistic,2,"a. 语言的, 语言学的
[计] 语言的, 语言学的"
prevalent,2,"a. 普遍的, 流行的"
theoretical,2,"a. 理论的, 理论上的, 假设的, 推理的
[计] 理论的"
rein,2,"n. 缰绳, 统治, 支配
vt. 驾驭, 以缰绳控制, 控制
vi. 勒住马"
commitment,2,"n. 委托, 交押, 承担义务, 赞助
[医] 院禁"
constitutional,2,"a. 宪法的, 立宪的, 体质的
[医] 全身的; 体质的"
husband,2,"n. 丈夫, 管理人, 节俭的人
vt. 节俭, 使成丈夫, 持有"
tension,2,"n. 紧张, 不安, 拉紧, 张力, 压力, 电压
vt. 拉紧, 使紧张"
earnest,2,"n. 定金, 诚挚, 认真
a. 认真的, 热心的, 重要的"
overlook,2,"vt. 俯瞰, 远眺, 没注意到
n. 眺望, 俯瞰到的景色"
tentative,2,"n. 试验
a. 试验性的, 暂时的"
insufficient,2,"a. 不够的, 不能胜任的, 不充足的
[法] 不足的, 不充分的, 不能胜任的"
organism,2,"n. 生物, 有机体, 社会组织
[医] 生物[体],[有]机体"
desert,2,"n. 沙漠, 应得的赏罚, 功劳
a. 沙漠的, 不毛的
vt. 放弃, 遗弃, 擅离
vi. 逃掉"
occurrence,2,"n. 发生, 事件, 出现
[医] 发生"
proposal,2,"n. 提议, 计划, 求婚
[经] 提案, 申请, 投标"
delinquency,2,"n. 行为不良, 失职
[经] 毁约, 怠工, 旷职"
compulsory,2,"a. 被强制的, 强迫的, 义务的
[经] 强迫的, 强制的"
band,2,"n. 带子, 队, 乐队
v. 联合, 结合
[计] 频带; 波段; 区"
conception,2,"n. 观念, 概念
[医] 妊娠, 受孕; 概念"
mighty,2,"n. 有势力的人
a. 有势力的, 强大的, 有力的
adv. 很, 极"
charm,2,"n. 吸引力, 魔力, 符咒
vt. 迷住, 使陶醉, 行魔法
vi. 用符咒, 有魅力"
petroleum,2,"n. 石油
[化] 石油"
preliminary,2,"n. 初步做法, 初步措施, 预试, 预选赛
a. 初步的, 开始的, 预备的"
inviting,2,"a. 引人动心的, 有魅力的
[法] 诱惑人的, 动人心的"
soak,2,"n. 浸, 湿透, 大雨
vt. 使上下湿透, 浸, 吸入, 吸收, 浸洗掉
vi. 浸泡, 渗透"
ridicule,2,"n. 嘲笑, 愚弄, 笑柄
vt. 嘲笑, 嘲弄, 愚弄"
inconceivable,2,"a. 不能想象的, 想不到的, 难信的"
conjunction,2,"n. 连接词, 联合, 结合
[计] 合取"
fraction,2,"n. 小部分, 破片, 分数
[医] 部分, 成分, 分散"
hasten,2,"vt. 催促, 加紧
vi. 赶快, 急忙"
inclusive,2,"a. 包含的, 包括的"
vertical,2,"a. 垂直的, 直立的
[医] 垂直的, 顶的, 头顶的"
expansion,2,"n. 扩充, 开展, 膨胀
[计] 扩展"
commonwealth,2,n. 共和国；联邦；国民整体
oppressive,2,"a. 压制性的, 压迫的, 沉重的"
inhabit,2,"vt. 居住于, 占据, 栖息"
restraint,2,"n. 抑制, 克制, 束缚
[医] 约束, 拘束"
overstate,2,"vt. 夸大的叙述, 夸张, 过分强调
[经] 多计, 高估"
acquainted,1,a. 知晓的；有知识的；熟识的
expend,1,"vt. 花费, 消耗, 用光"
watershed,1,"n. 流域, 分水岭
[医] 分水界, 分水岭"
default,1,"n. 违约, 不履行责任, 缺席, 默认值
v. 疏怠职责, 缺席, 拖欠, 默认
[计] 默认; 默认值; 缺省值"
arthritis,1,"n. 关节炎
[医] 关节炎"
scrub,1,"n. 用力擦洗, 矮树, 矮人, 渺小之物
vt. 用力擦洗, 擦掉, 摩擦
vi. 擦洗干净, 进行手臂消毒
a. 次等的, 矮小的, 非正规球队的, 临时凑合的"
mandatory,1,"a. 命令的, 托管的
[经] 受托者, 命令者"
sacred,1,"a. 神圣的, 献给上帝的, 庄严的, 祭祀的
[法] 神圣的, 不可侵犯的"
conform,1,"vt. 使一致, 使遵守, 使符合
vi. 一致, 符合, 适应"
jealousy,1,"n. 妒忌, 猜忌, 羡慕
[法] 妒忌, 嫉妒, 猜忌"
sip,1,"n. 啜饮, 小口喝, 抿
vi. 啜饮
vt. 啜
[计] 单列直插式组件"
companion,1,"n. 朋友, 陪伴, 指南, 升降口围罩
vt. 陪伴"
insistence,1,"n. 坚持, 坚决主张"
damn,1,"n. 一点, 诅咒, 丝毫
interj. 该死, 该死的
vt. 诅咒, 罚...下地狱
vi. 指责, 谴责, 骂...该死, 证明...有罪"
nautical,1,"a. 海上的, 航海的, 船员的"
appease,1,"vt. 抚慰, 缓解, 平息, 姑息
[法] 使和缓, 使满足, 姑息"
interim,1,"a. 暂时的, 临时的, 间歇的
n. 过渡时期"
memento,1,"n. 纪念物, 令人回忆的东西"
therapy,1,"n. 治疗
[医] 疗法, 治疗"
prosecute,1,"vt. 告发, 起诉, 彻底进行, 执行, 从事
vi. 告发, 起诉, 作检察官"
upgrade,1,"n. 上坡, 升级, 上升
adv. 往上
vt. 使升级, 提升, 改良品种
vi. 升级
[计] 升级"
crack,1,"n. 裂缝, 爆裂声
v. (使)爆裂, (使)裂开, (使)发出爆裂声
a. 第一流的
adv. 啪地一声"
designate,1,"vt. 指定, 指明, 称呼
a. 已选出而未上任的"
remodel,1,"vt. 改造, 改型, 改变"
hurdle,1,"n. 障碍, 跳栏, 临时活动篱笆
vt. 用篱笆围, 越过, 克服"
flustered,1,"a. 慌张的; 激动不安的
v. 使慌乱, 使不安( fluster的过去式和过去分词)"
ransom,1,"n. 赎金, 赎身, 赎回
vt. 赎, 赎身, 赎回, 勒索赎金"
evade,1,"v. (巧妙地)逃脱, 规避, 逃避"
tease,1,"n. 揶揄, 戏弄, 逗惹
vt. 戏弄, 取笑, 强求, 梳理, 使起毛"
searing,1,a. 灼热的
aftermath,1,"n. 结果, 后果
[法] 后果, 结果"
beverage,1,"n. 饮料
[化] 饮料(如牛奶、茶、咖啡、啤酒等)"
prey,1,"n. 被掠食者, 牺牲者
vi. 捕食"
carol,1,"n. 颂歌, 欢乐的歌
v. 歌颂, 欢唱"
